word,definition
uprisen,come into existence; take on form or shape
upriver,toward the source or against the current
upscale,appropriate for people with good incomes
upsides,the highest or uppermost side of anything
upsilon,the 20th letter of the Greek alphabet
upstage,the rear part of the stage
upstair,on or of upper floors of a building
upstart,an arrogant or presumptuous person
upstate,in or toward the northern parts of a state
upsurge,a sudden forceful flow
upthrow,(geology) a rise of land to a higher elevation (as in the process of mountain building)
upwards,spatially or metaphorically from a lower to a higher position
uraemic,of or involving excess nitrogenous waste products in the urine (usually due to kidney insufficiency)
uranium,a heavy toxic silvery-white radioactive metallic element; occurs in many isotopes; used for nuclear fuels and nuclear weapons
urceole,a vessel that holds water for washing the hands
urethra,duct through which urine is discharged in most mammals and which serves as the male genital duct
urgency,the state of being urgent; an earnest and insistent necessity
urginea,Mediterranean liliaceous plants; sometimes placed in family Hyacinthaceae
urinary,of or relating to the function or production or secretion of urine
urinate,pass after the manner of urine
urocele,extravasation of urine into the scrotal sac
urocyon,grey foxes
urodele,amphibians that resemble lizards
urolith,a urinary stone
urology,the branch of medicine that deals with the diagnosis and treatment of disorders of the urinary tract or urogenital system
uropygi,whip scorpions
ursidae,bears and extinct related forms
useless,having no beneficial use or incapable of functioning usefully
usually,under normal conditions
usurper,one who wrongfully or illegally seizes and holds the place of another
utensil,an implement for practical use (especially in a household)
uterine,of or involving the uterus
utility,a company that performs a public service; subject to government regulation
utilize,put into service; make work or employ for a particular purpose or for its inherent or natural purpose
utopian,an idealistic (but usually impractical) social reformer
utrecht,a city in the central Netherlands
utricle,a small pouch into which the semicircular canals open
utterer,an organism that can utter vocal sounds
utterly,completely and without qualification; used informally as intensifiers
uveitis,inflammation of the uvea of the eye
uxorial,befitting or characteristic of a wife
vacancy,being unoccupied
vaccina,a local infection induced in humans by inoculation with the virus causing cowpox in order to confer resistance to smallpox; normally lasts three weeks and leaves a pitted scar
vaccine,immunogen consisting of a suspension of weakened or dead pathogenic cells injected in order to stimulate the production of antibodies
vacuity,the absence of matter
vacuole,a tiny cavity filled with fluid in the cytoplasm of a cell
vacuous,devoid of intelligence
vaginal,of or relating to the vagina
vagrant,a wanderer who has no established residence or visible means of support
vaguely,in a vague way
valance,a decorative framework to conceal curtain fixtures at the top of a window casing
valence,(biology) a relative capacity to unite or react or interact as with antigens or a biological substrate
valency,the phenomenon of forming chemical bonds
valiant,having or showing valor
validly,with validity; in a valid manner
valuate,"evaluate or estimate the nature, quality, ability, extent, or significance of"
valvula,a small valve
valvule,a small valve
vamoose,leave suddenly
vampire,(folklore) a corpse that rises at night to drink the blood of the living
vandyke,Flemish painter of numerous portraits (1599-1641)
vanessa,painted beauty and red admiral
vanilla,any of numerous climbing plants of the genus Vanilla having fleshy leaves and clusters of large waxy highly fragrant white or green or topaz flowers
vantage,place or situation affording some advantage (especially a comprehensive view or commanding perspective)
vapidly,in a vapid manner
varanus,type and sole extant genus of the Varanidae
variant,an event that departs from expectations
variate,a variable quantity that is random
varices,abnormally enlarged or twisted blood vessel or lymphatic vessel
variety,a collection containing a variety of sorts of things
variola,a highly contagious viral disease characterized by fever and weakness and skin eruption with pustules that form scabs that slough off leaving scars
various,of many different kinds purposefully arranged but lacking any uniformity
varment,"any usually predatory wild animal considered undesirable; e.g., coyote"
varnish,"a coating that provides a hard, lustrous, transparent finish to a surface"
varsity,a British abbreviation of `university'; usually refers to Oxford University or Cambridge University
vatican,the residence of the Catholic Pope in the Vatican City
vaudois,a Christian sect of dissenters that originated in southern France in the late 12th century adopted Calvinist doctrines in the 16th century
vaulted,jump across or leap over (an obstacle)
vaulter,an athlete who jumps over a high crossbar with the aid of a long pole
vaunted,show off
vaunter,a very boastful and talkative person
vedalia,native to Australia; introduced elsewhere to control scale insects
vedanga,Vedic texts from the fifth and fourth centuries BC dealing with phonetics and ritual injunctions and linguistics and grammar and etymology and lexicography and prosody and astronomy and astrology
vedanta,(from the Sanskrit for `end of the Veda') one of six orthodox philosophical systems or viewpoints rooted in the Upanishads as opposed to Mimamsa which relies on the Vedas and Brahmanas
vegetal,composed of vegetation or plants
vehicle,a conveyance that transports people or objects
veiling,a net of transparent fabric with a loose open weave
veining,make a veinlike pattern
velours,heavy fabric that resembles velvet
velvety,smooth and soft to sight or hearing or touch or taste
