word,definition
volta,Italian physicist after whom the volt is named; studied electric currents and invented the voltaic pile (1745-1827)
volva,cuplike structure around the base of the stalk of certain fungi
vomer,thin trapezoidal bone of the skull forming the posterior and inferior parts of the nasal septum
vomit,the matter ejected in vomiting
voter,a citizen who has a legal right to vote
vouch,give personal assurance; guarantee
vouge,a kind of pike used by foot soldiers in the 14th century
vowed,make a vow; promise
vowel,a speech sound made with the vocal tract open
vower,someone who makes a solemn promise to do something or behave in a certain way
vulva,external parts of the female genitalia
vying,compete for something; engage in a contest; measure oneself against others
wacky,"ludicrous, foolish"
wader,any of many long-legged birds that wade in water in search of food
wafer,a small adhesive disk of paste; used to seal letters
waged,"carry on (wars, battles, or campaigns)"
wager,the act of gambling
wages,a recompense for worthy acts or retribution for wrongdoing
wagon,any of various kinds of wheeled vehicles drawn by an animal or a tractor
wahoo,upright deciduous plant with crimson pods and seeds; the eastern United States from New York to Florida and Texas
waist,the narrowing of the body between the ribs and hips
waive,do without or cease to hold or adhere to
waken,cause to become awake or conscious
waker,someone who rouses others from sleep
wakes,the consequences of an event (especially a catastrophic event)
wally,a silly and inept person; someone who is regarded as stupid
waltz,an assured victory (especially in an election)
waned,grow smaller
wanly,in a weak or pale or languid manner
warty,(of skin) covered with warts or projections that resemble warts
washy,overly diluted; thin and insipid
waste,any materials unused and rejected as worthless or unwanted
watch,a small portable timepiece
water,binary compound that occurs at room temperature as a clear colorless odorless tasteless liquid; freezes into ice below 0 degrees centigrade and boils above 100 degrees centigrade; widely used as a solvent
waugh,English author of satirical novels (1903-1966)
waved,signal with the hands or nod
waver,someone who communicates by waving
waxen,made of or covered with wax
wayne,United States film actor who played tough heroes (1907-1979)
weald,an area of open or forested country
weary,exhaust or get tired through overuse or great strain or stress
weave,pattern of weaving or structure of a fabric
webby,having open interstices or resembling a web
weber,"a unit of magnetic flux equal to 100,000,000 maxwells"
wedge,any shape that is triangular in cross section
weedy,abounding with or resembling weeds
weeny,(used informally) very small
weeps,"shed tears because of sadness, rage, or pain"
weepy,liable to weep easily
weigh,have a certain weight
weird,fate personified; any one of the three Weird Sisters
welsh,a native or resident of Wales
wench,informal terms for a (young) woman
weren,
whack,the sound made by a sharp swift blow
whale,a very large person; impressive in size or qualities
whang,the act of hitting vigorously
wharf,a platform built out from the shore into the water and supported by piles; provides access to ships and boats
wheal,a raised mark on the skin (as produced by the blow of a whip); characteristic of many allergic reactions
wheat,annual or biennial grass having erect flower spikes and light brown grains
wheel,a simple machine consisting of a circular frame with spokes (or a solid disc) that can rotate on a shaft or axle (as in vehicles or other machines)
whelk,large marine snail much used as food in Europe
whelm,"overcome, as with emotions or perceptual stimuli"
whelp,young of any of various canines such as a dog or wolf
where,
which,
whiff,a short light gust of air
while,a period of indeterminate length (usually short) marked by some action or condition
whine,a complaint uttered in a plaintive whining way
whiny,habitually complaining
whirl,confused movement
whish,make a sibilant sound
whisk,a mixer incorporating a coil of wires; used for whipping eggs or cream
whist,a card game for four players who form two partnerships; a pack of 52 cards is dealt and each side scores one point for each trick it takes in excess of six
white,a member of the Caucasoid race
whits,a tiny or scarcely detectable amount
whole,all of something including all its component elements or parts
whoop,a loud hooting cry of exultation or excitement
whore,a woman who engages in sexual intercourse for money
whorl,a round shape formed by a series of concentric circles (as formed by leaves or flower petals)
widen,become broader or wider or more extensive
widow,a woman whose husband is dead especially one who has not remarried
width,the extent of something from side to side
wield,have and exercise
wight,a human being; `wight' is an archaic term
wince,the facial expression of sudden pain
winch,lifting device consisting of a horizontal cylinder turned by a crank on which a cable or rope winds
windy,abounding in or exposed to the wind or breezes
wined,drink wine
wiper,a worker who wipes
wired,provide with electrical circuits
wirer,someone who sends a telegram
wiser,having or prompted by wisdom or discernment
wispy,thin and weak; - Edmund Wilson
witch,a female sorcerer or magician
withe,band or rope made of twisted twigs or stems
withy,strong flexible twig
witty,combining clever conception and facetious expression
wizen,lean and wrinkled by shrinkage as from age or illness; ; ; ; -W.F.Starkie
wolof,the West African language of the Wolof in Senegal; related to Fula
woman,an adult female person (as opposed to a man)
wonky,turned or twisted toward one side; - G.K.Chesterton
woody,made of or containing or resembling wood
wooer,a man who courts a woman
